门店编号,下单时间,商品类别,商品名称,数量,小计金额,支付方式,就餐方式
14,2023/10/17 7:14,粗粮&小食,红糖馒头,2,3,支付宝支付,外卖配送
14,2023/10/21 10:58,粥,银耳羹,2,6,支付宝支付,打包带走
14,2023/10/21 10:58,饮品,豆浆,1,2.5,支付宝支付,打包带走
7,2023/10/15 10:31,饮品,无糖豆浆,1,3,微信支付,打包带走
7,2023/10/15 10:31,粗粮&小食,茶叶蛋,2,4,微信支付,打包带走
10,2023/11/6 9:50,粗粮&小食,红糖馒头,3,4.5,云闪付,外卖配送
10,2023/11/6 9:50,饮品,豆浆,3,7.5,云闪付,外卖配送
1,2023/11/22 7:30,饮品,无糖豆浆,2,6,支付宝支付,外卖配送
12,2023/10/13 11:25,鲜包,梅干菜肉包,3,6,支付宝支付,外卖配送
12,2023/10/13 11:25,粗粮&小食,茶叶蛋,1,2,支付宝支付,外卖配送
12,2023/10/13 11:25,粥,小米粥,1,3,支付宝支付,外卖配送
15,2023/10/10 10:44,烧卖,鲜肉烧卖,2,4,云闪付,外卖配送
13,2023/10/23 11:12,粗粮&小食,水煮蛋,3,4.5,支付宝支付,外卖配送
13,2023/10/23 11:12,烧卖,咸蛋黄烧卖,2,5,支付宝支付,外卖配送
13,2023/10/23 11:12,粥,南瓜粥,2,6,支付宝支付,外卖配送
15,2023/11/15 9:49,粗粮&小食,葱油饼,1,2.5,微信支付,外卖配送
15,2023/11/15 9:49,鲜包,酸豆角包,1,2,微信支付,外卖配送
15,2023/11/15 9:49,鲜包,奥尔良鸡肉包,2,4,微信支付,外卖配送
5,2023/10/29 10:37,粗粮&小食,粗粮馒头,1,2,支付宝支付,打包带走
5,2023/10/29 10:37,烧卖,糯米烧卖,3,4.5,支付宝支付,打包带走
9,2023/10/19 11:03,烧卖,糯米烧卖,3,4.5,支付宝支付,外卖配送
4,2023/11/25 7:15,烧卖,咸蛋黄烧卖,1,2.5,微信支付,打包带走
4,2023/11/25 7:15,饮品,豆浆,3,7.5,微信支付,打包带走
8,2023/11/11 9:40,鲜包,奶黄包,2,4,支付宝支付,打包带走
8,2023/11/11 9:40,鲜包,鲜汁肉包,3,7.5,支付宝支付,打包带走
15,2023/11/22 6:58,烧卖,糯米烧卖,2,3,云闪付,外卖配送
15,2023/11/22 6:58,鲜包,酸豆角包,3,6,云闪付,外卖配送
4,2023/11/25 11:08,粗粮&小食,粗粮馒头,2,4,支付宝支付,打包带走
4,2023/11/25 11:08,粥,玉米汁,3,9,支付宝支付,打包带走
4,2023/10/24 6:22,烧卖,糯米烧卖,2,3,云闪付,外卖配送
4,2023/10/24 6:22,饮品,红枣豆浆,3,9,云闪付,外卖配送
4,2023/10/24 6:22,粥,小米粥,1,3,云闪付,外卖配送
12,2023/11/12 6:54,饮品,无糖豆浆,1,3,支付宝支付,打包带走
12,2023/11/12 6:54,烧卖,糯米烧卖,2,3,支付宝支付,打包带走
12,2023/11/12 6:54,粥,玉米汁,2,6,支付宝支付,打包带走
13,2023/10/14 10:53,鲜包,酸豆角包,3,6,微信支付,打包带走
13,2023/10/14 10:53,鲜包,梅干菜肉包,3,6,微信支付,打包带走
5,2023/11/7 11:50,鲜包,酸豆角包,1,2,支付宝支付,打包带走
12,2023/10/17 11:53,饮品,豆浆,2,5,微信支付,打包带走
12,2023/10/17 11:53,饮品,豆浆,1,2.5,微信支付,打包带走
12,2023/10/17 11:53,粗粮&小食,粗粮馒头,3,6,微信支付,打包带走
9,2023/11/23 11:23,粗粮&小食,葱油饼,2,5,云闪付,打包带走
9,2023/11/23 11:23,粥,银耳羹,3,9,云闪付,打包带走
9,2023/11/23 11:23,粥,黑米粥,2,6,云闪付,打包带走
7,2023/10/18 6:53,粥,玉米汁,1,3,微信支付,外卖配送
11,2023/10/11 8:48,烧卖,糯米烧卖,3,4.5,云闪付,外卖配送
14,2023/10/3 8:48,烧卖,糯米烧卖,3,4.5,微信支付,外卖配送
14,2023/10/3 8:48,粗粮&小食,葱油饼,1,2.5,微信支付,外卖配送
11,2023/11/6 8:39,鲜包,酸豆角包,1,2,微信支付,打包带走
11,2023/11/6 8:39,粥,黑米粥,1,3,微信支付,打包带走
11,2023/11/6 8:39,粗粮&小食,红糖馒头,1,1.5,微信支付,打包带走
4,2023/11/14 6:24,鲜包,酸豆角包,1,2,支付宝支付,外卖配送
4,2023/11/14 6:24,饮品,豆浆,3,7.5,支付宝支付,外卖配送
5,2023/11/27 11:04,粗粮&小食,茶叶蛋,2,4,云闪付,外卖配送
5,2023/11/27 11:04,饮品,无糖豆浆,2,6,云闪付,外卖配送
10,2023/10/12 9:46,粗粮&小食,红糖馒头,2,3,微信支付,外卖配送
10,2023/10/12 9:46,粥,玉米汁,3,9,微信支付,外卖配送
11,2023/11/4 7:16,粗粮&小食,茶叶蛋,1,2,云闪付,打包带走
9,2023/11/5 8:34,烧卖,鲜肉烧卖,2,4,云闪付,外卖配送
9,2023/11/11 10:44,鲜包,香辣粉丝包,3,6,支付宝支付,外卖配送
10,2023/10/21 7:52,鲜包,香辣粉丝包,1,2,云闪付,打包带走
10,2023/10/21 7:52,粥,黑米粥,1,3,云闪付,打包带走
7,2023/10/25 9:27,粗粮&小食,葱油饼,1,2.5,云闪付,外卖配送
7,2023/10/25 9:27,粗粮&小食,水煮蛋,3,4.5,云闪付,外卖配送
1,2023/11/6 6:25,饮品,无糖豆浆,2,6,微信支付,外卖配送
1,2023/11/6 6:25,烧卖,鲜肉烧卖,3,6,微信支付,外卖配送
1,2023/11/6 6:25,鲜包,香菇菜包,3,6,微信支付,外卖配送
4,2023/11/18 8:00,饮品,豆浆,3,7.5,支付宝支付,外卖配送
4,2023/11/18 8:00,粥,银耳羹,1,3,支付宝支付,外卖配送
10,2023/11/23 7:05,烧卖,鲜肉烧卖,2,4,微信支付,外卖配送
15,2023/10/21 8:11,饮品,红枣豆浆,3,9,云闪付,打包带走
6,2023/11/21 10:12,粥,银耳羹,1,3,微信支付,打包带走
7,2023/10/17 9:18,鲜包,奶黄包,2,4,微信支付,外卖配送
14,2023/11/12 11:47,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
14,2023/11/12 11:47,鲜包,奥尔良鸡肉包,3,6,支付宝支付,打包带走
14,2023/11/12 11:47,饮品,红枣豆浆,2,6,支付宝支付,打包带走
10,2023/11/11 9:08,鲜包,豆沙包,3,6,支付宝支付,打包带走
10,2023/11/11 9:08,粥,银耳羹,1,3,支付宝支付,打包带走
8,2023/10/12 8:55,饮品,豆浆,2,5,支付宝支付,打包带走
8,2023/10/12 8:55,粗粮&小食,红糖馒头,2,3,支付宝支付,打包带走
8,2023/10/12 8:55,烧卖,鲜肉烧卖,1,2,支付宝支付,打包带走
9,2023/10/20 8:32,粗粮&小食,水煮蛋,3,4.5,微信支付,外卖配送
10,2023/11/5 10:18,鲜包,香辣粉丝包,2,4,云闪付,外卖配送
10,2023/11/5 10:18,鲜包,奥尔良鸡肉包,2,4,云闪付,外卖配送
11,2023/10/7 7:49,粥,黑米粥,2,6,云闪付,打包带走
11,2023/11/25 8:54,烧卖,鲜肉烧卖,1,2,支付宝支付,外卖配送
4,2023/11/6 6:34,粥,小米粥,1,3,云闪付,外卖配送
9,2023/10/26 7:23,粥,玉米汁,1,3,云闪付,外卖配送
9,2023/10/26 7:23,饮品,无糖豆浆,2,6,云闪付,外卖配送
9,2023/10/26 7:23,粥,银耳羹,1,3,云闪付,外卖配送
2,2023/11/11 6:41,粥,玉米汁,3,9,微信支付,外卖配送
2,2023/11/11 6:41,饮品,无糖豆浆,3,9,微信支付,外卖配送
8,2023/10/16 8:47,粗粮&小食,水煮蛋,3,4.5,微信支付,外卖配送
8,2023/10/16 8:47,饮品,红枣豆浆,1,3,微信支付,外卖配送
8,2023/10/12 6:42,饮品,红枣豆浆,3,9,支付宝支付,打包带走
15,2023/11/24 11:39,饮品,无糖豆浆,2,6,支付宝支付,外卖配送
6,2023/10/7 8:30,粥,银耳羹,3,9,微信支付,外卖配送
6,2023/10/7 8:30,烧卖,鲜肉烧卖,1,2,微信支付,外卖配送
6,2023/10/7 8:30,烧卖,鲜肉烧卖,2,4,微信支付,外卖配送
14,2023/10/17 10:35,鲜包,香辣粉丝包,2,4,微信支付,外卖配送
14,2023/10/17 10:35,鲜包,香辣粉丝包,3,6,微信支付,外卖配送
13,2023/10/8 9:39,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
13,2023/10/8 9:39,粗粮&小食,红糖馒头,2,3,支付宝支付,打包带走
14,2023/10/30 7:38,鲜包,梅干菜肉包,1,2,微信支付,外卖配送
14,2023/10/30 7:38,粥,黑米粥,2,6,微信支付,外卖配送
14,2023/10/30 7:38,粗粮&小食,葱油饼,1,2.5,微信支付,外卖配送
8,2023/10/6 6:36,饮品,红枣豆浆,3,9,微信支付,打包带走
5,2023/11/14 10:16,粗粮&小食,粗粮馒头,2,4,支付宝支付,打包带走
5,2023/11/14 10:16,鲜包,鲜汁肉包,1,2.5,支付宝支付,打包带走
5,2023/11/14 10:16,鲜包,奥尔良鸡肉包,2,4,支付宝支付,打包带走
4,2023/10/26 10:13,饮品,豆浆,1,2.5,支付宝支付,外卖配送
4,2023/10/26 10:13,鲜包,荠菜素包,3,4.5,支付宝支付,外卖配送
4,2023/10/26 10:13,烧卖,糯米烧卖,2,3,支付宝支付,外卖配送
11,2023/11/27 8:25,烧卖,鲜肉烧卖,1,2,云闪付,打包带走
11,2023/11/27 8:25,烧卖,糯米烧卖,2,3,云闪付,打包带走
11,2023/11/27 8:25,烧卖,咸蛋黄烧卖,2,5,云闪付,打包带走
6,2023/10/10 11:19,饮品,无糖豆浆,1,3,微信支付,外卖配送
9,2023/11/9 6:01,鲜包,香菇菜包,2,4,微信支付,外卖配送
9,2023/11/9 6:01,粗粮&小食,粗粮馒头,3,6,微信支付,外卖配送
9,2023/11/9 6:01,饮品,无糖豆浆,3,9,微信支付,外卖配送
1,2023/10/15 10:15,粥,南瓜粥,2,6,微信支付,外卖配送
1,2023/11/1 7:13,粥,小米粥,3,9,微信支付,外卖配送
13,2023/11/18 10:06,粗粮&小食,茶叶蛋,1,2,微信支付,外卖配送
13,2023/11/18 10:06,饮品,豆浆,3,7.5,微信支付,外卖配送
11,2023/10/9 8:14,饮品,红枣豆浆,2,6,云闪付,打包带走
11,2023/10/9 8:14,鲜包,荠菜素包,1,1.5,云闪付,打包带走
10,2023/11/26 9:41,粗粮&小食,粗粮馒头,2,4,云闪付,外卖配送
7,2023/10/7 10:07,饮品,红枣豆浆,1,3,微信支付,打包带走
3,2023/11/22 10:21,粗粮&小食,粗粮馒头,1,2,支付宝支付,外卖配送
3,2023/11/22 10:21,粥,黑米粥,3,9,支付宝支付,外卖配送
10,2023/11/22 6:04,鲜包,梅干菜肉包,3,6,微信支付,外卖配送
10,2023/11/22 6:04,粥,南瓜粥,1,3,微信支付,外卖配送
10,2023/11/22 6:04,鲜包,豆沙包,1,2,微信支付,外卖配送
14,2023/11/25 10:45,粥,黑米粥,2,6,微信支付,外卖配送
14,2023/11/25 10:45,烧卖,鲜肉烧卖,3,6,微信支付,外卖配送
14,2023/11/25 10:45,烧卖,咸蛋黄烧卖,3,7.5,微信支付,外卖配送
5,2023/11/4 10:28,粗粮&小食,红糖馒头,3,4.5,支付宝支付,打包带走
14,2023/10/20 8:56,鲜包,香辣粉丝包,1,2,支付宝支付,打包带走
5,2023/11/18 11:58,饮品,豆浆,2,5,支付宝支付,打包带走
14,2023/10/20 9:41,鲜包,豆沙包,3,6,云闪付,打包带走
14,2023/10/20 9:41,饮品,红枣豆浆,3,9,云闪付,打包带走
3,2023/11/16 8:24,鲜包,梅干菜肉包,2,4,微信支付,打包带走
3,2023/11/16 8:24,烧卖,咸蛋黄烧卖,2,5,微信支付,打包带走
3,2023/11/16 8:24,粗粮&小食,粗粮馒头,2,4,微信支付,打包带走
13,2023/11/28 6:48,鲜包,香辣粉丝包,1,2,云闪付,打包带走
2,2023/11/14 7:12,饮品,无糖豆浆,2,6,支付宝支付,打包带走
4,2023/10/26 8:40,鲜包,香菇菜包,1,2,支付宝支付,外卖配送
4,2023/10/26 8:40,粥,南瓜粥,3,9,支付宝支付,外卖配送
4,2023/10/26 8:40,烧卖,咸蛋黄烧卖,1,2.5,支付宝支付,外卖配送
15,2023/11/8 10:45,粥,黑米粥,3,9,支付宝支付,外卖配送
15,2023/11/8 10:45,粗粮&小食,葱油饼,2,5,支付宝支付,外卖配送
14,2023/10/24 11:16,饮品,红枣豆浆,3,9,云闪付,打包带走
14,2023/10/24 11:16,饮品,无糖豆浆,2,6,云闪付,打包带走
5,2023/10/28 6:00,饮品,豆浆,3,7.5,云闪付,打包带走
5,2023/10/28 6:00,粥,银耳羹,1,3,云闪付,打包带走
5,2023/10/28 6:00,鲜包,香辣粉丝包,1,2,云闪付,打包带走
1,2023/11/29 6:18,粥,黑米粥,2,6,云闪付,打包带走
15,2023/11/6 6:52,粥,银耳羹,3,9,微信支付,外卖配送
15,2023/11/6 6:52,粥,南瓜粥,2,6,微信支付,外卖配送
15,2023/11/6 6:52,粥,小米粥,2,6,微信支付,外卖配送
6,2023/10/17 7:21,烧卖,咸蛋黄烧卖,3,7.5,云闪付,打包带走
6,2023/10/17 7:21,烧卖,糯米烧卖,3,4.5,云闪付,打包带走
6,2023/10/17 7:21,烧卖,鲜肉烧卖,1,2,云闪付,打包带走
4,2023/10/4 10:30,饮品,无糖豆浆,3,9,云闪付,打包带走
4,2023/10/4 10:30,烧卖,鲜肉烧卖,3,6,云闪付,打包带走
4,2023/10/4 10:30,粥,黑米粥,1,3,云闪付,打包带走
4,2023/10/3 6:19,粥,玉米汁,2,6,支付宝支付,打包带走
4,2023/10/3 6:19,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
4,2023/10/3 6:19,鲜包,奶黄包,1,2,支付宝支付,打包带走
7,2023/11/4 11:01,饮品,豆浆,1,2.5,支付宝支付,外卖配送
7,2023/11/4 11:01,鲜包,香菇菜包,1,2,支付宝支付,外卖配送
7,2023/11/4 11:01,粥,小米粥,1,3,支付宝支付,外卖配送
6,2023/10/29 9:07,烧卖,咸蛋黄烧卖,3,7.5,支付宝支付,打包带走
6,2023/10/29 9:07,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
2,2023/10/25 6:03,鲜包,香菇菜包,1,2,微信支付,外卖配送
2,2023/10/25 6:03,鲜包,梅干菜肉包,1,2,微信支付,外卖配送
6,2023/10/17 8:20,粥,银耳羹,2,6,微信支付,打包带走
2,2023/11/24 10:04,粥,小米粥,1,3,微信支付,打包带走
2,2023/11/24 10:04,粥,黑米粥,3,9,微信支付,打包带走
2,2023/11/24 10:04,鲜包,奶黄包,2,4,微信支付,打包带走
14,2023/10/1 10:12,饮品,无糖豆浆,1,3,支付宝支付,打包带走
3,2023/11/21 10:59,粗粮&小食,红糖馒头,3,4.5,微信支付,外卖配送
5,2023/10/19 10:59,饮品,豆浆,1,2.5,微信支付,外卖配送
5,2023/10/19 10:59,烧卖,鲜肉烧卖,2,4,微信支付,外卖配送
4,2023/11/17 11:55,饮品,红枣豆浆,3,9,云闪付,外卖配送
4,2023/11/17 11:55,烧卖,糯米烧卖,2,3,云闪付,外卖配送
4,2023/11/17 11:55,鲜包,荠菜素包,2,3,云闪付,外卖配送
8,2023/10/4 10:33,粗粮&小食,红糖馒头,2,3,云闪付,外卖配送
8,2023/10/4 10:33,饮品,无糖豆浆,3,9,云闪付,外卖配送
6,2023/11/3 11:21,烧卖,鲜肉烧卖,1,2,支付宝支付,打包带走
6,2023/11/3 11:21,粗粮&小食,红糖馒头,1,1.5,支付宝支付,打包带走
6,2023/11/3 11:21,粥,南瓜粥,2,6,支付宝支付,打包带走
8,2023/10/24 8:11,粥,玉米汁,3,9,支付宝支付,打包带走
2,2023/10/29 7:24,烧卖,鲜肉烧卖,3,6,微信支付,打包带走
2,2023/10/29 7:24,烧卖,鲜肉烧卖,1,2,微信支付,打包带走
2,2023/10/29 7:24,鲜包,梅干菜肉包,1,2,微信支付,打包带走
3,2023/11/2 7:30,饮品,无糖豆浆,1,3,微信支付,打包带走
6,2023/10/3 7:12,鲜包,奶黄包,3,6,微信支付,打包带走
11,2023/11/10 9:48,饮品,豆浆,1,2.5,微信支付,打包带走
11,2023/11/10 9:48,鲜包,香菇菜包,3,6,微信支付,打包带走
12,2023/11/6 10:26,粥,玉米汁,2,6,云闪付,外卖配送
5,2023/10/21 11:35,饮品,红枣豆浆,1,3,微信支付,外卖配送
5,2023/10/21 11:35,烧卖,鲜肉烧卖,2,4,微信支付,外卖配送
11,2023/11/27 6:33,烧卖,咸蛋黄烧卖,1,2.5,云闪付,外卖配送
12,2023/10/18 10:06,饮品,红枣豆浆,3,9,微信支付,外卖配送
12,2023/10/18 10:06,鲜包,香菇菜包,2,4,微信支付,外卖配送
15,2023/11/3 7:02,粥,小米粥,2,6,云闪付,外卖配送
12,2023/10/9 8:36,粗粮&小食,茶叶蛋,1,2,微信支付,外卖配送
12,2023/10/9 8:36,粥,玉米汁,2,6,微信支付,外卖配送
12,2023/10/9 8:36,粗粮&小食,茶叶蛋,2,4,微信支付,外卖配送
13,2023/11/24 9:40,粗粮&小食,红糖馒头,3,4.5,微信支付,打包带走
9,2023/11/23 9:23,粥,银耳羹,1,3,微信支付,打包带走
9,2023/11/23 9:23,鲜包,荠菜肉包,3,6,微信支付,打包带走
9,2023/11/23 9:23,粥,南瓜粥,2,6,微信支付,打包带走
8,2023/11/26 7:55,饮品,豆浆,1,2.5,支付宝支付,打包带走
8,2023/11/26 7:55,鲜包,荠菜素包,3,4.5,支付宝支付,打包带走
10,2023/10/22 11:18,烧卖,咸蛋黄烧卖,1,2.5,云闪付,打包带走
3,2023/10/13 9:56,粥,银耳羹,1,3,云闪付,外卖配送
3,2023/10/13 9:56,粗粮&小食,粗粮馒头,2,4,云闪付,外卖配送
2,2023/11/17 11:23,粥,银耳羹,3,9,云闪付,打包带走
2,2023/11/17 11:23,饮品,无糖豆浆,1,3,云闪付,打包带走
2,2023/11/17 11:23,鲜包,梅干菜肉包,1,2,云闪付,打包带走
2,2023/10/1 11:41,粥,银耳羹,3,9,微信支付,外卖配送
2,2023/10/1 11:41,鲜包,豆沙包,3,6,微信支付,外卖配送
2,2023/10/1 11:41,鲜包,鲜汁肉包,2,5,微信支付,外卖配送
7,2023/11/16 11:18,鲜包,梅干菜肉包,3,6,微信支付,外卖配送
7,2023/11/16 11:18,鲜包,荠菜肉包,3,6,微信支付,外卖配送
4,2023/11/2 7:15,烧卖,鲜肉烧卖,1,2,云闪付,打包带走
4,2023/11/2 7:15,烧卖,糯米烧卖,2,3,云闪付,打包带走
4,2023/11/2 7:15,鲜包,鲜汁肉包,2,5,云闪付,打包带走
15,2023/11/27 7:23,饮品,豆浆,3,7.5,微信支付,打包带走
4,2023/10/17 8:31,饮品,无糖豆浆,3,9,微信支付,外卖配送
4,2023/10/17 8:31,烧卖,糯米烧卖,1,1.5,微信支付,外卖配送
4,2023/10/17 8:31,粥,小米粥,3,9,微信支付,外卖配送
15,2023/10/14 10:23,饮品,豆浆,2,5,云闪付,打包带走
15,2023/10/14 10:23,烧卖,鲜肉烧卖,1,2,云闪付,打包带走
15,2023/10/14 10:23,饮品,豆浆,3,7.5,云闪付,打包带走
8,2023/10/30 11:07,粗粮&小食,红糖馒头,1,1.5,支付宝支付,外卖配送
8,2023/10/30 11:07,粥,黑米粥,1,3,支付宝支付,外卖配送
8,2023/10/30 11:07,粥,南瓜粥,3,9,支付宝支付,外卖配送
15,2023/11/10 8:26,粥,小米粥,2,6,支付宝支付,打包带走
15,2023/11/10 8:26,粗粮&小食,葱油饼,3,7.5,支付宝支付,打包带走
9,2023/10/21 7:08,粗粮&小食,水煮蛋,2,3,云闪付,打包带走
10,2023/10/16 10:37,烧卖,咸蛋黄烧卖,3,7.5,云闪付,打包带走
10,2023/10/16 10:37,粥,小米粥,3,9,云闪付,打包带走
10,2023/10/16 10:37,烧卖,鲜肉烧卖,1,2,云闪付,打包带走
12,2023/11/22 10:42,粥,黑米粥,2,6,支付宝支付,外卖配送
12,2023/11/22 10:42,烧卖,咸蛋黄烧卖,1,2.5,支付宝支付,外卖配送
13,2023/10/4 6:09,烧卖,糯米烧卖,3,4.5,云闪付,外卖配送
13,2023/10/4 6:09,烧卖,咸蛋黄烧卖,2,5,云闪付,外卖配送
13,2023/10/4 6:09,鲜包,香辣粉丝包,2,4,云闪付,外卖配送
10,2023/11/13 8:29,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
10,2023/11/13 8:29,鲜包,酸豆角包,1,2,支付宝支付,打包带走
11,2023/11/24 8:31,粥,银耳羹,2,6,微信支付,外卖配送
4,2023/10/14 6:52,饮品,红枣豆浆,2,6,支付宝支付,打包带走
4,2023/10/14 6:52,饮品,豆浆,3,7.5,支付宝支付,打包带走
4,2023/10/14 6:52,饮品,红枣豆浆,1,3,支付宝支付,打包带走
7,2023/11/18 6:54,鲜包,香菇菜包,2,4,云闪付,打包带走
11,2023/10/21 11:10,鲜包,豆沙包,1,2,云闪付,打包带走
11,2023/10/21 11:10,鲜包,奥尔良鸡肉包,2,4,云闪付,打包带走
11,2023/10/21 11:10,烧卖,糯米烧卖,2,3,云闪付,打包带走
15,2023/11/6 11:09,烧卖,糯米烧卖,3,4.5,支付宝支付,打包带走
15,2023/11/6 11:09,烧卖,鲜肉烧卖,3,6,支付宝支付,打包带走
10,2023/11/28 6:21,粥,玉米汁,1,3,微信支付,外卖配送
10,2023/11/28 6:21,鲜包,荠菜素包,3,4.5,微信支付,外卖配送
15,2023/11/28 10:40,粥,玉米汁,2,6,云闪付,打包带走
15,2023/11/28 10:40,鲜包,香菇菜包,3,6,云闪付,打包带走
7,2023/11/23 10:15,鲜包,荠菜素包,1,1.5,云闪付,打包带走
7,2023/11/23 10:15,鲜包,荠菜肉包,1,2,云闪付,打包带走
6,2023/10/9 9:11,鲜包,鲜汁肉包,2,5,微信支付,外卖配送
6,2023/10/9 9:11,烧卖,糯米烧卖,1,1.5,微信支付,外卖配送
10,2023/10/9 7:10,鲜包,酸豆角包,2,4,云闪付,外卖配送
10,2023/10/9 7:10,粗粮&小食,茶叶蛋,3,6,云闪付,外卖配送
11,2023/11/23 9:14,烧卖,鲜肉烧卖,3,6,支付宝支付,打包带走
11,2023/11/23 9:14,烧卖,鲜肉烧卖,2,4,支付宝支付,打包带走
11,2023/11/23 9:14,鲜包,梅干菜肉包,1,2,支付宝支付,打包带走
14,2023/11/19 7:39,烧卖,咸蛋黄烧卖,1,2.5,支付宝支付,外卖配送
14,2023/11/19 7:39,饮品,无糖豆浆,2,6,支付宝支付,外卖配送
14,2023/11/19 7:39,烧卖,鲜肉烧卖,2,4,支付宝支付,外卖配送
1,2023/11/17 6:38,饮品,无糖豆浆,3,9,微信支付,打包带走
1,2023/11/17 6:38,粗粮&小食,粗粮馒头,1,2,微信支付,打包带走
6,2023/10/6 10:03,粥,银耳羹,3,9,云闪付,外卖配送
14,2023/11/14 7:19,鲜包,梅干菜肉包,1,2,支付宝支付,打包带走
14,2023/11/14 7:19,粗粮&小食,水煮蛋,2,3,支付宝支付,打包带走
13,2023/11/4 7:01,饮品,豆浆,3,7.5,支付宝支付,外卖配送
13,2023/11/4 7:01,粥,玉米汁,1,3,支付宝支付,外卖配送
13,2023/11/4 7:01,烧卖,鲜肉烧卖,2,4,支付宝支付,外卖配送
3,2023/10/24 11:22,粗粮&小食,粗粮馒头,3,6,微信支付,打包带走
3,2023/10/24 11:22,烧卖,咸蛋黄烧卖,2,5,微信支付,打包带走
3,2023/10/24 11:22,粥,玉米汁,1,3,微信支付,打包带走
6,2023/11/9 9:34,饮品,红枣豆浆,3,9,支付宝支付,外卖配送
6,2023/11/9 9:34,粗粮&小食,水煮蛋,2,3,支付宝支付,外卖配送
15,2023/11/13 6:46,粥,南瓜粥,1,3,云闪付,外卖配送
15,2023/11/13 6:46,粥,黑米粥,1,3,云闪付,外卖配送
15,2023/11/13 6:46,烧卖,鲜肉烧卖,1,2,云闪付,外卖配送
7,2023/11/14 8:06,粥,小米粥,2,6,微信支付,外卖配送
7,2023/11/14 8:06,鲜包,鲜汁肉包,1,2.5,微信支付,外卖配送
7,2023/11/14 8:06,鲜包,豆沙包,2,4,微信支付,外卖配送
12,2023/10/24 11:19,鲜包,荠菜肉包,2,4,支付宝支付,打包带走
14,2023/11/17 9:49,烧卖,咸蛋黄烧卖,1,2.5,微信支付,外卖配送
14,2023/11/17 9:49,鲜包,奥尔良鸡肉包,2,4,微信支付,外卖配送
15,2023/11/20 11:46,饮品,红枣豆浆,1,3,支付宝支付,外卖配送
15,2023/11/20 11:46,粗粮&小食,葱油饼,3,7.5,支付宝支付,外卖配送
13,2023/10/29 10:31,鲜包,鲜汁肉包,2,5,云闪付,打包带走
13,2023/10/29 10:31,粗粮&小食,红糖馒头,3,4.5,云闪付,打包带走
13,2023/10/29 10:31,烧卖,鲜肉烧卖,2,4,云闪付,打包带走
15,2023/11/11 10:08,粥,黑米粥,2,6,云闪付,外卖配送
15,2023/11/11 10:08,鲜包,鲜汁肉包,3,7.5,云闪付,外卖配送
15,2023/11/11 10:08,粥,黑米粥,3,9,云闪付,外卖配送
4,2023/11/17 10:47,粥,黑米粥,2,6,微信支付,外卖配送
7,2023/10/11 7:53,饮品,无糖豆浆,3,9,支付宝支付,外卖配送
7,2023/10/11 7:53,烧卖,糯米烧卖,1,1.5,支付宝支付,外卖配送
15,2023/11/18 7:46,粗粮&小食,粗粮馒头,3,6,支付宝支付,外卖配送
15,2023/11/18 7:46,粥,银耳羹,3,9,支付宝支付,外卖配送
15,2023/11/18 7:46,饮品,豆浆,2,5,支付宝支付,外卖配送
8,2023/11/8 11:33,烧卖,鲜肉烧卖,1,2,云闪付,打包带走
8,2023/11/8 11:33,粗粮&小食,红糖馒头,3,4.5,云闪付,打包带走
12,2023/10/27 8:14,烧卖,鲜肉烧卖,3,6,云闪付,打包带走
